연월일,단위가격(톤당달러)_합계,금액(백만달러)_합계,중량(톤)_합계,단위가격(톤당달러)_오세아니아,금액(백만달러)_오세아니아,중량(톤)_오세아니아,단위가격(톤당달러)_북아메리카,금액(백만달러)_북아메리카,중량(톤)_북아메리카,단위가격(톤당달러)_중남미,금액(백만달러)_중남미,중량(톤)_중남미,단위가격(톤당달러)_중동,금액(백만달러)_중동,중량(톤)_중동,단위가격(톤당달러)_아시아,금액(백만달러)_아시아,중량(톤)_아시아,단위가격(톤당달러)_아프리카,금액(백만달러)_아프리카,중량(톤)_아프리카,단위가격(톤당달러)_유럽,금액(백만달러)_유럽,중량(톤)_유럽,단위가격(톤당달러)_러시아,금액(백만달러)_러시아,중량(톤)_러시아,단위가격(톤당달러)_기타,금액(백만달러)_기타,중량(톤)기타
1996-10-01,200.229,200.000,998856.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,200.229,200.000,998856.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1996-11-01,211.472,193.000,912652.000,197.108,11.000,55807.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,212.407,182.000,856845.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1996-12-01,200.758,265.000,1319997.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,200.758,265.000,1319997.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1997-01-01,213.526,231.000,1081835.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,213.526,231.000,1081835.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1997-02-01,219.302,262.000,1194700.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,219.302,262.000,1194700.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1997-03-01,206.887,235.000,1135887.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,206.887,235.000,1135887.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1997-04-01,202.109,231.000,1142945.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,202.109,231.000,1142945.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1997-05-01,201.679,149.000,738797.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,201.679,149.000,738797.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1997-06-01,204.231,140.000,685499.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,204.231,140.000,685499.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1997-07-01,197.083,123.000,624104.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,197.083,123.000,624104.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1997-08-01,187.719,128.000,681870.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,187.719,128.000,681870.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1997-09-01,188.243,117.000,621538.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,188.243,117.000,621538.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1997-10-01,189.109,201.000,1062881.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,189.109,201.000,1062881.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1997-11-01,196.034,225.000,1147758.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,196.034,225.000,1147758.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1997-12-01,188.429,255.000,1353297.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,188.429,255.000,1353297.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1998-01-01,178.508,184.000,1030765.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,178.508,184.000,1030765.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1998-02-01,165.914,212.000,1277768.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,165.914,212.000,1277768.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1998-03-01,160.621,130.000,809361.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,160.621,130.000,809361.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1998-04-01,161.285,104.000,644821.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,161.285,104.000,644821.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1998-05-01,154.799,79.000,510340.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,154.799,79.000,510340.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1998-06-01,150.609,102.000,677252.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,150.609,102.000,677252.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1998-07-01,140.697,103.000,732072.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,140.697,103.000,732072.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1998-08-01,142.346,96.000,674414.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.346,96.000,674414.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1998-09-01,135.931,84.000,617961.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135.931,84.000,617961.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1998-10-01,142.956,137.000,958339.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.956,137.000,958339.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1998-11-01,144.100,170.000,1179737.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,144.100,170.000,1179737.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1998-12-01,138.429,149.000,1076361.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,131.607,8.000,60787.000,138.838,141.000,1015574.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1999-01-01,132.740,233.000,1755313.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,130.578,8.000,61266.000,132.818,225.000,1694047.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1999-02-01,135.131,167.000,1235841.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135.131,167.000,1235841.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1999-03-01,128.503,131.000,1019432.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,128.503,131.000,1019432.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1999-04-01,135.166,145.000,1072757.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135.166,145.000,1072757.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1999-05-01,147.240,117.000,794622.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,147.240,117.000,794622.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1999-06-01,156.113,105.000,672588.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,156.113,105.000,672588.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1999-07-01,154.696,122.000,788644.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,154.696,122.000,788644.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1999-08-01,174.118,128.000,735133.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,174.118,128.000,735133.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1999-09-01,181.832,186.000,1022921.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,158.652,19.000,119759.000,184.906,167.000,903162.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1999-10-01,192.656,175.000,908354.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,167.409,20.000,119468.000,196.480,155.000,788886.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1999-11-01,197.554,237.000,1199670.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,174.773,21.000,120156.000,200.090,216.000,1079514.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1999-12-01,208.513,225.000,1079069.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,191.236,23.000,120270.000,210.680,202.000,958799.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000-01-01,215.607,455.000,2110317.000,184.148,10.000,54304.000,0.000,0.000,0.000,0.000,0.000,0.000,195.790,58.000,296236.000,219.914,387.000,1759777.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000-02-01,228.055,344.000,1508409.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,213.206,90.000,422126.000,233.825,254.000,1086283.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000-03-01,241.720,385.000,1592750.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,228.344,55.000,240865.000,244.104,330.000,1351885.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000-04-01,246.975,313.000,1267334.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,246.175,75.000,304661.000,247.228,238.000,962673.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000-05-01,246.686,231.000,936413.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,255.508,94.000,367894.000,240.977,137.000,568519.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000-06-01,257.182,212.000,824319.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,258.952,95.000,366864.000,255.763,117.000,457455.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000-07-01,268.046,203.000,757333.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,261.307,80.000,306153.000,272.618,123.000,451180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000-08-01,267.180,220.000,823414.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,248.992,77.000,309247.000,278.120,143.000,514167.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000-09-01,271.948,273.000,1003869.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,261.399,144.000,550881.000,284.776,129.000,452988.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000-10-01,284.815,302.000,1060339.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,267.341,114.000,426421.000,296.568,188.000,633918.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000-11-01,284.515,386.000,1356697.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,278.008,170.000,611493.000,289.854,216.000,745204.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000-12-01,279.785,559.000,1997966.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,275.035,267.000,970785.000,284.273,292.000,1027181.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001-01-01,278.618,471.000,1690485.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.934,206.000,708065.000,269.742,265.000,982420.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001-02-01,280.029,538.000,1921229.000,280.441,16.000,57053.000,0.000,0.000,0.000,0.000,0.000,0.000,302.060,270.000,893862.000,259.710,252.000,970314.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001-03-01,281.757,531.000,1884604.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,299.301,291.000,972266.000,263.060,240.000,912338.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001-04-01,279.646,314.000,1122848.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,286.055,140.000,489417.000,274.694,174.000,633431.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001-05-01,255.920,295.000,1152705.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,253.406,205.000,808979.000,261.836,90.000,343726.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001-06-01,254.299,202.000,794340.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,255.166,188.000,736774.000,243.199,14.000,57566.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001-07-01,247.954,163.000,657381.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,247.019,106.000,429117.000,249.711,57.000,228264.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001-08-01,245.836,177.000,719993.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,240.007,118.000,491653.000,258.387,59.000,228340.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001-09-01,247.816,249.000,1004778.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,247.569,136.000,549341.000,248.113,113.000,455437.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001-10-01,253.440,285.000,1124528.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,256.075,172.000,671679.000,249.531,113.000,452849.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001-11-01,243.445,403.000,1655404.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,256.223,229.000,893754.000,228.451,174.000,761650.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001-12-01,227.760,362.000,1589391.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,240.289,191.000,794877.000,215.226,171.000,794514.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2002-01-01,223.751,482.000,2154182.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,238.100,271.000,1138179.000,207.677,211.000,1016003.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2002-02-01,221.907,442.000,1991827.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,231.618,252.000,1087996.000,210.216,190.000,903831.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2002-03-01,212.383,400.000,1883388.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,216.801,199.000,917891.000,208.183,201.000,965497.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2002-04-01,206.751,318.000,1538080.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,199.922,160.000,800314.000,214.160,158.000,737766.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2002-05-01,210.141,187.000,889880.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,190.813,94.000,492629.000,234.109,93.000,397251.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2002-06-01,208.901,162.000,775487.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,191.748,94.000,490226.000,238.378,68.000,285261.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2002-07-01,215.087,167.000,776429.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,209.118,90.000,430378.000,222.511,77.000,346051.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2002-08-01,225.216,179.000,794792.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,217.091,93.000,428391.000,234.716,86.000,366401.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2002-09-01,238.587,274.000,1148428.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,233.428,166.000,711139.000,246.976,108.000,437289.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2002-10-01,247.858,422.000,1702591.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,244.816,206.000,841448.000,250.829,216.000,861143.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2002-11-01,250.782,473.000,1886103.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,249.787,242.000,968825.000,251.832,231.000,917278.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2002-12-01,248.831,610.000,2451465.000,233.308,41.000,175733.000,0.000,0.000,0.000,0.000,0.000,0.000,255.577,277.000,1083822.000,244.985,292.000,1191910.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2003-01-01,259.318,655.000,2525853.000,245.291,14.000,57075.000,0.000,0.000,0.000,0.000,0.000,0.000,257.028,326.000,1268346.000,261.468,299.000,1143542.000,281.245,16.000,56890.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2003-02-01,267.794,460.000,1717736.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,261.802,252.000,962560.000,274.617,192.000,699155.000,285.607,16.000,56021.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2003-03-01,271.756,496.000,1825165.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,263.201,286.000,1086620.000,282.930,193.000,682148.000,301.434,17.000,56397.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2003-04-01,263.543,417.000,1582282.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,253.902,200.000,787707.000,273.102,217.000,794575.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2003-05-01,258.408,392.000,1516982.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,263.720,208.000,788715.000,252.655,184.000,728267.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2003-06-01,269.906,366.000,1356027.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,277.417,217.000,782217.000,259.668,149.000,573810.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2003-07-01,275.526,276.000,1001721.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,286.370,190.000,663477.000,254.254,86.000,338244.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2003-08-01,264.796,251.000,947898.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,265.589,162.000,609966.000,263.367,89.000,337932.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2003-09-01,262.638,342.000,1302174.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,261.494,206.000,787781.000,264.389,136.000,514393.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2003-10-01,254.629,389.000,1527714.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,253.577,200.000,788714.000,255.751,189.000,739000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2003-11-01,258.420,412.000,1594301.000,226.559,15.000,66208.000,0.000,0.000,0.000,0.000,0.000,0.000,257.455,203.000,788488.000,262.302,194.000,739605.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2003-12-01,258.870,624.000,2410480.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,257.803,282.000,1093857.000,259.755,342.000,1316623.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2004-01-01,263.271,668.000,2537309.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,263.234,321.000,1219446.000,263.305,347.000,1317863.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2004-02-01,265.632,644.000,2424405.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,268.246,310.000,1155655.000,263.251,334.000,1268750.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2004-03-01,268.551,605.000,2252834.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,270.275,313.000,1158080.000,266.727,292.000,1094754.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2004-04-01,280.397,578.000,2061362.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,277.952,254.000,913828.000,282.345,324.000,1147534.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2004-05-01,288.372,340.000,1179034.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,282.657,156.000,551905.000,293.401,184.000,627129.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2004-06-01,303.312,403.000,1328667.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,286.399,158.000,551678.000,315.320,245.000,776989.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2004-07-01,307.846,346.000,1123940.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,294.322,198.000,672732.000,328.008,148.000,451208.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2004-08-01,318.911,321.000,1006551.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,305.978,149.000,486963.000,331.032,172.000,519588.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2004-09-01,333.625,522.000,1564632.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,321.587,235.000,730750.000,348.315,238.000,683289.000,331.852,38.000,114509.000,304.844,11.000,36084.000,0.000,0.000,0.000,0.000,0.000,0.000
2004-10-01,336.337,674.000,2003943.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,330.698,300.000,907172.000,341.004,336.000,985325.000,340.972,38.000,111446.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2004-11-01,347.259,648.000,1866040.000,292.562,48.000,164068.000,0.000,0.000,0.000,0.000,0.000,0.000,337.152,266.000,788961.000,369.975,295.000,797352.000,337.198,39.000,115659.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2004-12-01,329.702,802.000,2432500.000,239.424,29.000,121124.000,0.000,0.000,0.000,0.000,0.000,0.000,350.529,404.000,1152544.000,315.598,346.000,1096331.000,0.000,0.000,0.000,367.994,23.000,62501.000,0.000,0.000,0.000,0.000,0.000,0.000
2005-01-01,329.227,719.000,2183905.000,236.091,29.000,122834.000,0.000,0.000,0.000,0.000,0.000,0.000,362.524,375.000,1034415.000,306.821,315.000,1026656.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2005-02-01,339.210,719.000,2119628.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,362.479,374.000,1031785.000,317.141,345.000,1087843.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2005-03-01,327.585,848.000,2588642.000,243.392,15.000,61629.000,0.000,0.000,0.000,0.000,0.000,0.000,363.600,377.000,1036854.000,306.008,456.000,1490159.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2005-04-01,350.900,705.000,2009121.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,355.216,327.000,920566.000,347.249,378.000,1088555.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
